"Election_Type","State_Name","Assembly_No","Constituency_No","Year","month","Poll_No","DelimID","Position","Candidate","Sex","Party","Votes","Candidate_Type","Valid_Votes","Electors","Constituency_Name","Constituency_Type","Sub_Region","N_Cand","Turnout_Percentage","Vote_Share_Percentage","Deposit_Lost","Margin","Margin_Percentage","ENOP","pid","Party_Type_TCPD","Party_ID","last_poll","Contested","Last_Party","Last_Party_ID","Last_Constituency_Name","Same_Constituency","Same_Party","No_Terms","Turncoat","Incumbent","Recontest","Age","District_Name","PC_Name","PC_No","CandID","MyNeta_education","TCPD_Prof_Main","TCPD_Prof_Main_Desc","TCPD_Prof_Second","TCPD_Prof_Second_Desc"
"AE","Uttar_Pradesh","17","259","2017","3","0","4","8","HANSRAJ","M","RLD","675","GEN","181184","310775","MEJA","GEN","DOAB","15","58.3","0.37","yes","129","0.07","3.7","AEUP103231","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","45","ALLAHABAD","","","","12th Pass","Agriculture","","",""
"AE","Uttar_Pradesh","17","259","2017","3","0","4","9","VIMAL CHANDRA","M","IND","546","SC","181184","310775","MEJA","GEN","DOAB","15","58.3","0.3","yes","4","0","3.7","AEUP105041","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","ALLAHABAD","","","","Graduate Professional","Agriculture","","",""
"AE","Uttar_Pradesh","17","259","2017","3","0","4","10","ANIL KUMAR","M","IND","542","SC","181184","310775","MEJA","GEN","DOAB","15","58.3","0.3","yes","16","0.01","3.7","AEUP103233","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","36","ALLAHABAD","","","","Graduate","Small Business or Self-employed","","Social Work",""
"AE","Uttar_Pradesh","17","259","2017","3","0","4","11","LALLAN","M","DESP","526","SC","181184","310775","MEJA","GEN","DOAB","15","58.3","0.29","yes","17","0.01","3.7","AEUP105043","","2948","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","259","2017","3","0","4","12","KRISHNAKANT","M","BMUP","509","GEN","181184","310775","MEJA","GEN","DOAB","15","58.3","0.28","yes","17","0.01","3.7","AEUP103235","","1074","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","64","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","259","2017","3","0","4","13","MAHENDRA KUMAR RAWAT","M","IND","492","SC","181184","310775","MEJA","GEN","DOAB","15","58.3","0.27","yes","214","0.12","3.7","AEUP105045","","10809","TRUE","2","LJP","5029","MEJA","TRUE","FALSE","0","FALSE","FALSE","TRUE","42","ALLAHABAD","","","","10th Pass","Other or Unspecified","Household","",""
"AE","Uttar_Pradesh","17","259","2017","3","0","4","14","JANARDAN","M","LOGAP","278","GEN","181184","310775","MEJA","GEN","DOAB","15","58.3","0.15","yes","30","0.02","3.7","AEUP201010","","5013","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","45","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","259","2017","3","0","4","15","AMIT RAJ ANAND","M","IND","248","SC","181184","310775","MEJA","GEN","DOAB","15","58.3","0.14","yes","28","0.02","3.7","AEUP105047","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","27","ALLAHABAD","","","","Graduate","Social Work","","",""
"AE","Uttar_Pradesh","17","259","2017","3","0","4","16","RAVINDRA KUMAR","M","PGSP","220","GEN","181184","310775","MEJA","GEN","DOAB","15","58.3","0.12","yes","0","0","3.7","AEUP201011","","16357","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","27","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","1","UJJWAL RAMAN SINGH","M","SP","80806","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","40.66","no","15024","7.56","3.12","AEUP105049","","7425","TRUE","4","SP","7425","KARACHHANA","TRUE","TRUE","2","FALSE","FALSE","TRUE","44","ALLAHABAD","","","","Graduate Professional","Liberal Profession or Professional","Lawyer","Social Work",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","2","PIYUSH RANJAN","M","BJP","65782","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","33.1","no","24784","12.47","3.12","AEUP201012","","1605","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","44","ALLAHABAD","","","","12th Pass","Business","","",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","3","DEEPAK PATEL","M","BSP","40998","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","20.63","no","38690","19.47","3.12","AEUP103242","","16651","TRUE","2","BSP","16651","KARACHHANA","TRUE","TRUE","1","FALSE","TRUE","TRUE","37","ALLAHABAD","","","","Post Graduate","Business","Real Estate or Builder or Developer or Construction","Liberal Profession or Professional","Lawyer"
"AE","Uttar_Pradesh","17","260","2017","3","0","4","4","None of the Above","","NOTA","2308","","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","1.16","yes","786","0.4","3.12","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","5","BABITA SINGH","F","IND","1522","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","0.77","yes","352","0.18","3.12","AEUP105052","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","31","ALLAHABAD","","","","Graduate","Other or Unspecified","Household","",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","6","RAJENDRA SINGH","M","RLD","1170","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","0.59","yes","75","0.04","3.12","AEUP201013","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","58","ALLAHABAD","","","","12th Pass","Agriculture","","",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","7","SUVEDAR","M","IND","1095","SC","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","0.55","yes","1","0","3.12","AEUP105054","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","30","ALLAHABAD","","","","10th Pass","Labourer or Daily Wage","","Social Work",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","8","SUJEET","M","IND","1094","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","0.55","yes","308","0.15","3.12","AEUP103246","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","43","ALLAHABAD","","","","Literate","Agricultural Labour","","Social Work",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","9","RAJESH","M","BMUP","786","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","0.4","yes","57","0.03","3.12","AEUP105056","","1074","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","34","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","10","PRAMOD SINGH SINGH","M","IND","729","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","0.37","yes","13","0.01","3.12","AEUP201014","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","33","ALLAHABAD","","","","12th Pass","Social Work","","",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","11","VIMAL KUMAR DWIVEDI","M","IND","716","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","0.36","yes","169","0.09","3.12","AEUP105058","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","ALLAHABAD","","","","Graduate Professional","Liberal Profession or Professional","Lawyer","",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","12","AJEET KUMAR PATEL","M","IND","547","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","0.28","yes","190","0.1","3.12","AEUP201015","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","29","ALLAHABAD","","","","12th Pass","Salaried Work or Employed","","",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","13","MANOJ KUMAR SINGH","M","IND","357","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","0.18","yes","53","0.03","3.12","AEUP105060","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","34","ALLAHABAD","","","","Post Graduate","Social Work","","",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","14","JAI PRAKASH MISHRA","M","RPI","304","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","0.15","yes","12","0.01","3.12","AEUP201017","","6911","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","39","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","15","KANCHAN DEVI","F","BKSL","292","GEN","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","0.15","yes","64","0.03","3.12","AEUP105062","","15837","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","43","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","260","2017","3","0","4","16","AJAY KUMAR","M","IND","228","SC","198734","331690","KARACHHANA","GEN","DOAB","15","59.92","0.11","yes","0","0","3.12","AEUP201018","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","35","ALLAHABAD","","","","Literate","Labourer or Daily Wage","","Social Work",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","1","SIDHARTH NATH SINGH","M","BJP","85518","GEN","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","43.04","no","25336","12.75","3.12","AEUP105064","","1605","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","53","ALLAHABAD","","","","Graduate","Business","Private Company","Small Business or Self-employed","Self-employed"
"AE","Uttar_Pradesh","17","261","2017","3","0","4","2","RICHA SINGH","F","SP","60182","GEN","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","30.29","no","19683","9.91","3.12","AEUP201019","","7425","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","29","ALLAHABAD","","","","Post Graduate","Politics","Party Worker","Social Work",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","3","POOJA PAL","F","BSP","40499","GEN","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","20.38","no","36481","18.36","3.12","AEUP105066","","16651","TRUE","4","BSP","16651","ALLAHABAD WEST","TRUE","TRUE","2","FALSE","TRUE","TRUE","37","ALLAHABAD","","","","Graduate","Social Work","","",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","4","HASAN AKHLAQ","M","IND","4018","GEN","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","2.02","yes","1044","0.53","3.12","AEUP103258","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","48","ALLAHABAD","","","","Literate","Business","","",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","5","CHANDRA DEV SINGH","M","NINSHAD","2974","GEN","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","1.5","yes","1315","0.66","3.12","AEUP105068","","5873","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","6","None of the Above","","NOTA","1659","","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","0.83","yes","659","0.33","3.12","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","7","REETA DEVI","F","IND","1000","SC","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","0.5","yes","1","0","3.12","AEUP105069","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","ALLAHABAD","","","","Post Graduate","Business","","",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","8","SUNIL KUMAR","M","RLD","999","GEN","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","0.5","yes","564","0.28","3.12","AEUP201020","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","33","ALLAHABAD","","","","Graduate Professional","Liberal Profession or Professional","Lawyer","",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","9","RAJENDRA KUMAR","M","IND","435","GEN","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","0.22","yes","67","0.03","3.12","AEUP105071","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","37","ALLAHABAD","","","","Graduate","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","10","GANESH JI","M","IND","368","GEN","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","0.19","yes","61","0.03","3.12","AEUP201021","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","52","ALLAHABAD","","","","Graduate","Business","","",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","11","RAJ KUMAR SRIVASTAVA","M","VP","307","GEN","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","0.15","yes","27","0.01","3.12","AEUP105073","","13060","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","45","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","12","NADIM AHAMAD","M","AWVP","280","GEN","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","0.14","yes","30","0.02","3.12","AEUP201022","","1016","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","13","NIZAMUDDIN","M","IND","250","GEN","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","0.13","yes","47","0.02","3.12","AEUP105075","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","57","ALLAHABAD","","","","Illiterate","Agriculture","","",""
"AE","Uttar_Pradesh","17","261","2017","3","0","4","14","DAKKHINI PRASAD","M","PGSP","203","GEN","198692","418849","ALLAHABAD WEST","GEN","DOAB","13","47.44","0.1","yes","0","0","3.12","AEUP201023","","16357","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","66","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","1","HARSHVARDHAN BAJPAI","M","BJP","89191","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","51.48","no","35025","20.22","2.56","AEUP105077","","1605","TRUE","3","BSP","16651","ALLAHABAD NORTH","TRUE","FALSE","1","TRUE","FALSE","TRUE","36","ALLAHABAD","","","","Graduate Professional","Business","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","2","ANUGRAH NARAIN SINGH","M","INC","54166","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","31.27","no","30778","17.77","2.56","AEUP103269","","3482","TRUE","9","INC","3482","ALLAHABAD NORTH","TRUE","TRUE","4","FALSE","TRUE","TRUE","66","ALLAHABAD","","","","Graduate Professional","Liberal Profession or Professional","Lawyer","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","3","AMIT","M","BSP","23388","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","13.5","yes","22408","12.93","2.56","AEUP201640","","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","37","ALLAHABAD","","","","Graduate","Business","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","4","BADAL CHATTERJEE","M","IND","980","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.57","yes","321","0.19","2.56","AEUP103271","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","62","ALLAHABAD","","","","Post Graduate","Business","Rent","Retired or Pension",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","5","None of the Above","","NOTA","659","","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.38","yes","102","0.06","2.56","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","6","DHIRAJ KUMAR AGRAWAL","M","IND","557","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.32","yes","65","0.04","2.56","AEUP201025","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","45","ALLAHABAD","","","","Post Graduate","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","7","AJAY KUMAR","M","RPI(A)","492","SC","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.28","yes","47","0.03","2.56","AEUP201641","","12285","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","53","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","8","PRAVEEN KUMAR SRIVASTAVA","M","IND","445","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.26","yes","2","0","2.56","AEUP201026","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","50","ALLAHABAD","","","","Graduate","Small Business or Self-employed","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","9","INDRESH KUMAR SONKAR","M","IND","443","SC","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.26","yes","10","0.01","2.56","AEUP105084","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","48","ALLAHABAD","","","","Post Graduate","Education","School Teacher","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","10","PUSHPENDRA KUMAR","M","IND","433","SC","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.25","yes","177","0.1","2.56","AEUP201027","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","34","ALLAHABAD","","","","Graduate","Small Business or Self-employed","Self-employed","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","11","SUNIL KUMAR GUPTA","M","BKRP","256","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.15","yes","4","0","2.56","AEUP201642","","1308","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","41","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","12","SHAURYA DEEP","M","IND","252","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.15","yes","27","0.02","2.56","AEUP103278","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","ALLAHABAD","","","","Graduate","Business","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","13","SHAILENDRA KUMAR PRAJAPATI","M","IND","225","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.13","yes","11","0.01","2.56","AEUP201643","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","48","ALLAHABAD","","","","12th Pass","Small Business or Self-employed","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","14","ABHINAV SRIVASTAVA","M","IND","214","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.12","yes","17","0.01","2.56","AEUP103280","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","42","ALLAHABAD","","","","12th Pass","Business","Contractor","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","15","ANSHU TRIPATHI","F","IND","197","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.11","yes","2","0","2.56","AEUP201644","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","38","ALLAHABAD","","","","Doctorate","Education","School Teacher","Social Work",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","16","ASHUTOOSH BAJPAI","M","SKLP","195","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.11","yes","19","0.01","2.56","AEUP103282","","16544","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","29","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","17","VINDESHWARI PRASAD","M","SHS","176","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.1","yes","43","0.02","2.56","AEUP201645","","18691","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","46","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","18","MRIGANK SHEKHAR SINGH","M","LOGAP","133","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.08","yes","18","0.01","2.56","AEUP103284","","5013","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","44","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","19","MADHU SINGH","F","IND","115","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.07","yes","3","0","2.56","AEUP201646","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","34","ALLAHABAD","","","","Graduate","Business","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","20","RAJESH YADAV","M","IND","112","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.06","yes","5","0","2.56","AEUP201029","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","37","ALLAHABAD","","","","Graduate","Business","Agricultural Business","Agriculture",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","21","UMESH CHANDRA","M","BAWPA","107","SC","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.06","yes","5","0","2.56","AEUP201647","","18340","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","64","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","22","SUNIL KUMAR","M","BMUP","102","SC","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.06","yes","3","0","2.56","AEUP201030","","1074","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","35","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","23","RAMAKANT","M","IND","99","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.06","yes","12","0.01","2.56","AEUP201648","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","50","ALLAHABAD","","","","Graduate","Small Business or Self-employed","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","24","BHAIYA RAM YADAV","M","IND","87","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.05","yes","7","0","2.56","AEUP201031","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","42","ALLAHABAD","","","","Literate","Labourer or Daily Wage","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","25","RITESH KUMAR","M","IND","80","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.05","yes","5","0","2.56","AEUP201649","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","38","ALLAHABAD","","","","Post Graduate","Politics","Party Worker","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","26","SHARAD KHARE","M","RSHP","75","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.04","yes","12","0.01","2.56","AEUP201032","","6374","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","39","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","262","2017","3","0","4","27","UDAI BHAN SRIVASTAVA","M","RABAP","63","GEN","173242","413478","ALLAHABAD NORTH","GEN","DOAB","26","41.9","0.04","yes","0","0","2.56","AEUP201650","","16398","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","46","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","1","NAND GOPAL GUPTA NANDI","M","BJP","93011","GEN","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","52.53","no","28587","16.15","2.44","AEUP105103","","1605","TRUE","3","BSP","16651","ALLAHABAD SOUTH","TRUE","FALSE","2","TRUE","FALSE","TRUE","42","ALLAHABAD","","","","10th Pass","Business","","",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","2","PARVEZ  AHMAD","M","SP","64424","GEN","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","36.38","no","52262","29.52","2.44","AEUP201651","","7425","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","53","ALLAHABAD","","","","12th Pass","Business","","Social Work",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","3","MASOOQ KHAN","M","BSP","12162","GEN","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","6.87","yes","11290","6.38","2.44","AEUP103296","","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","56","ALLAHABAD","","","","8th Pass","Business","","Agriculture",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","4","AQEELUR RAHMAN","M","PECP","872","GEN","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","0.49","yes","4","0","2.44","AEUP201652","","5995","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","58","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","5","SYED AFZAAL MUZIB","M","AIMIM","868","GEN","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","0.49","yes","67","0.04","2.44","AEUP103298","","706","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","6","SATISH KESHARWANI","M","RSAD","801","GEN","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","0.45","yes","129","0.07","2.44","AEUP201653","","6418","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","34","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","7","SHIV SHARAN","M","IND","672","GEN","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","0.38","yes","7","0","2.44","AEUP201034","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","36","ALLAHABAD","","","","12th Pass","Social Work","","",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","8","None of the Above","","NOTA","665","","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","0.38","yes","82","0.05","2.44","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","9","AMIR HBIB","M","CPI","583","GEN","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","0.33","yes","154","0.09","2.44","AEUP103301","","2444","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","39","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","10","SAVITA SAHOO","F","IND","429","GEN","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","0.24","yes","33","0.02","2.44","AEUP105111","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","ALLAHABAD","","","","Post Graduate","Liberal Profession or Professional","Lawyer","",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","11","ARUNESH JAISWAL","M","RLD","396","GEN","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","0.22","yes","119","0.07","2.44","AEUP103303","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","51","ALLAHABAD","","","","Graduate","Business","","",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","12","SATYENDRA KUMAR KUSHWAHA","M","RPI","277","GEN","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","0.16","yes","2","0","2.44","AEUP105113","","6911","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","36","ALLAHABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","263","2017","3","0","4","13","RAMA NAND SHUKLA","M","NINSHAD","275","GEN","177063","392097","ALLAHABAD SOUTH","GEN","DOAB","21","45.16","0.16","yes","33","0.02","2.44","AEUP103305","","5873","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","47","ALLAHABAD","","","","","","","",""
